Registered,Count
-215.734246575342,1
0.0958904109589041,1
0.106849315068493,1
0.117808219178082,329
0.120547945205479,6
0.123287671232877,19
0.126027397260274,177
0.128767123287671,523
0.131506849315068,68
0.134246575342466,161
0.136986301369863,548
0.13972602739726,11
0.142465753424658,17
0.145205479452055,309
0.147945205479452,436
0.150684931506849,486
0.153424657534247,198
0.156164383561644,701
0.158904109589041,17
0.161643835616438,24
0.164383561643836,454
0.167123287671233,569
0.16986301369863,472
0.172602739726027,597
0.175342465753425,541
0.178082191780822,29
0.180821917808219,31
0.183561643835616,564
0.186301369863014,457
0.189041095890411,476
0.191780821917808,748
0.194520547945205,8
0.197260273972603,7
0.2,6
0.202739726027397,471
0.205479452054795,517
0.208219178082192,435
0.210958904109589,482
0.213698630136986,872
0.216438356164384,14
0.219178082191781,10
0.221917808219178,387
0.224657534246575,303
0.227397260273973,273
0.23013698630137,223
0.232876712328767,578
0.235616438356164,17
0.238356164383562,14
0.241095890410959,232
0.243835616438356,334
0.246575342465753,354
0.249315068493151,186
0.252054794520548,531
0.254794520547945,18
0.257534246575342,17
0.26027397260274,358
0.263013698630137,300
0.265753424657534,305
0.268493150684932,156
0.271232876712329,514
0.273972602739726,16
0.276712328767123,9
0.279452054794521,319
0.282191780821918,259
0.284931506849315,355
0.287671232876712,130
0.29041095890411,600
0.293150684931507,7
0.295890410958904,11
0.298630136986301,482
0.301369863013699,567
0.304109589041096,530
0.306849315068493,769
0.30958904109589,615
0.312328767123288,12
0.315068493150685,14
0.317808219178082,512
0.320547945205479,1151
0.323287671232877,1039
0.326027397260274,486
0.328767123287671,884
0.331506849315069,26
0.334246575342466,13
0.336986301369863,769
0.33972602739726,1155
0.342465753424658,1147
0.345205479452055,956
0.347945205479452,807
0.350684931506849,10
0.353424657534247,11
0.356164383561644,1160
0.358904109589041,1316
0.361643835616438,677
0.364383561643836,315
0.367123287671233,628
0.36986301369863,10
0.372602739726027,12
0.375342465753425,461
0.378082191780822,265
0.380821917808219,805
0.383561643835616,70
0.386301369863014,18
0.389041095890411,3
0.391780821917808,11
0.394520547945205,26
0.397260273972603,46
0.4,24
0.402739726027397,9
0.405479452054795,26
0.408219178082192,9
0.410958904109589,7
0.413698630136986,34
0.416438356164384,42
0.419178082191781,31
0.421917808219178,45
0.424657534246575,28
0.427397260273973,7
0.43013698630137,3
0.432876712328767,19
0.435616438356164,15
0.437158469945355,28
0.439890710382514,22
0.442622950819672,49
0.445355191256831,4
0.448087431693989,16
0.450819672131148,50
0.453551912568306,39
0.456284153005464,63
0.459016393442623,2284
0.461748633879781,213
0.46448087431694,18
0.467213114754098,45
0.469945355191257,552
0.472677595628415,511
0.475409836065574,472
0.478142076502732,260
0.480874316939891,579
0.483606557377049,10
0.486338797814208,26
0.489071038251366,454
0.491803278688525,357
0.494535519125683,445
0.497267759562842,233
0.5,642
0.502732240437158,17
0.505464480874317,14
0.508196721311475,323
0.510928961748634,453
0.513661202185792,415
0.516393442622951,172
0.519125683060109,717
0.521857923497268,17
0.524590163934426,12
0.527322404371585,407
0.530054644808743,474
0.532786885245902,472
0.53551912568306,353
0.538251366120219,986
0.540983606557377,13
0.543715846994536,21
0.546448087431694,426
0.549180327868853,508
0.551912568306011,330
0.554644808743169,565
0.557377049180328,32
0.560109289617486,9
0.562841530054645,10
0.565573770491803,442
0.568306010928962,310
0.57103825136612,297
0.573770491803279,87
0.576502732240437,569
0.579234972677596,4
0.581967213114754,9
0.584699453551913,309
0.587431693989071,342
0.590163934426229,225
0.592896174863388,580
0.595628415300546,3
0.598360655737705,5
0.601092896174863,6
0.603825136612022,207
0.60655737704918,292
0.609289617486339,389
0.612021857923497,321
0.614754098360656,8
0.617486338797814,5
