text_election_code_9,Count
,1156652
12897,6
22503,6
22895,2
3204,2
4103,50
4197,2
4202,2
4291,1
4296,13
4301,16
4495,1
4505,70
4604,2
4693,2
4699,5
4792,2
51804,28
82791,1
8791,1
CG,221
CG 201,2
CG0003,30
CG0004,14
CG0005,46
CG0007,36
CG0008,24
CG0009,66
CG0010,341
CG0011,154
CG005,24
CG0104,29
CG012,8
CG021,2
CG0304,46
CG033,15
CG0404,2
CG0408,17
CG0410,6
CG0413,12
CG042,4
CG0489,1
CG0493,2
CG0495,2
CG0497,7
CG0504,133
CG052,3
CG06,12
CG08,6
CG10,1
CG1019,13
CG1024,1
CG1030,2
CG1068,2
CG11,70
CG1179,6
CG12,42
CG1229,2
CG1279,2
CG1289,2
CG13,71
CG1319,2
CG14,152
CG15,218
CG1520,21
CG16,41
CG1985,1
CG1987,2
CG1989,17
CG1990,2
CG1991,34
CG1993,111
CG1994,50
CG1995,137
CG1996,12
CG1997,267
CG1998,15
CG1999,220
CG20,2
CG2000,10
CG2001,501
CG2002,20
CG2003,1009
CG2004,110
CG2005,4249
CG2006,151
CG2007,3244
CG2008,192
CG2009,3923
CG2010,315
CG2011,4935
CG2012,437
CG2013,6533
CG2014,586
CG2015,14064
CG2016,379
CG2017,34079
CG2019,31320
CG2021,1
CG2209,4
CG2250,65
CG2259,19
CG2260,6
CG2268,1
CG2269,9
CG2270,38
CG2279,3
CG2288,4
CG2289,25
CG2290,3
CG2299,2
CG245,2
CG3105,68
CG3188,2
CG3204,16
CG3209,1
CG3210,4
CG3293,12
CG3299,61
CG334C,2
CG3387,5
CG3398,2
CG400,6
CG401,7
CG403,10
CG404,4
CG405,89
CG4103,457
CG4119,1
CG4197,156
CG4202,22
CG4285,3
CG4290,1
CG4291,30
CG4296,21
CG4301,265
CG4390,4
CG44,1
CG4400,71
CG4489,27
CG4495,95
CG4505,1729
CG4588,1
CG4594,7
CG4604,38
CG4693,62
CG4699,180
CG4781,1
CG4787,11
CG4792,29
CG4798,21
CG48,42
CG496,9
CG497,4
CG498,7
CG499,9
CG510,26
CG5229,1
CG5404,5
CG5702,4
CG5704,9
CG604,1
CG6139,5
CG6219,5
CG6229,1
CG6259,1
CG6279,1
CG6290,6
CG6491,2
CG6705,27
CG7139,4
CG7189,6
CG8288,2
CG8299,2
CG8597,1
CG8895,1
CG8904,1
CG9104,9
CG9149,1
CG9198,2
CG9304,14
CG9504,7
CG956,19
CG9604,1
CG964,6
CG9702,7
CG9704,33
CG973,13
CG9804,2
CG985,6
CG9904,21
CG993,24
CGAP,106
CGCE06,7
CGCG,20
CGCG10,8
CGFR,5
CGG,1
CGHB06,6
CGLC14,1
CGLC16,2
CGNE,8
CGS06,17
CGS103,5
CGSP06,1
CGST08,1
CP,8
CP0002,12
CP0004,5
CP0005,27
CP0006,3
CP0007,6
CP0008,43
CP0009,26
CP0010,125
CP0102,13
CP0295,1
CP0302,15
CP0408,25
CP0492,1
CP07,17
CP09,7
CP15,12
CP17,31
CP1976,1
CP1982,1
CP1987,2
CP1989,7
CP1991,13
CP1992,2
CP1993,24
CP1994,1
CP1995,28
CP1996,2
CP1997,56
CP1998,5
CP1999,44
CP2000,11
CP2001,75
CP2003,390
CP2004,5
CP2005,431
CP2006,33
CP2007,669
CP2008,13
CP2009,288
CP201,2
CP2010,77
CP2011,451
CP2012,50
CP2013,467
CP2014,15
CP2015,1445
CP2016,18
CP2017,4211
CP2019,12464
CP2021,1675
CP203,8
CP2250,5
CP287,5
CP296,2
CP305,7
CP398,1
CP9102,2
CP9303,2
CP9502,1
CP9702,7
CP9903,1
CPCH07,3
CPCP06,2
CPFR10,3
CPMN06,4
CPMN08,1
CPNC15,8
CPST08,2
GN1129,2
GN1149,11
GN1160,37
GN1180,30
GN1980,4
GN1984,37
GN1986,98
GN1988,372
GN1990,409
GN1992,2405
GN1994,1277
GN1996,5720
GN1998,2646
GN2000,11295
GN2002,7443
GN2004,25707
GN2006,18103
GN2008,46661
GN2010,35106
GN2012,62078
GN2014,61966
GN2016,80938
GN2018,68319
GN2020,8667
GN4197,17
GN4202,8
GN4296,1
GN4301,27
GN4495,17
GN4693,5
GN4699,28
GN4798,3
MB#383,437
MB/SP,26
MB/WC,31
MB0108,731
MB0110,52
MB0112,1168
MB0114,5
MB0115,882
MB0116,316
MB0120,3140
MB0121,414
MB0211,28
MB0215,92
MB0216,242
MB0219,2
MB0315,178
MB0320,99
MB0412,26
MB0414,694
