AgeRegistered,Count
17.16,317
17.17,310
17.18,220
17.19,320
17.2,317
17.21,262
17.22,322
17.23,326
17.24,238
17.25,325
17.26,317
17.27,269
17.28,294
17.29,287
17.3,350
17.31,314
17.32,245
17.33,366
17.34,367
17.35,231
17.36,392
17.37,324
17.38,273
17.39,312
17.4,380
17.41,283
17.42,409
17.43,355
17.44,292
17.45,371
17.46,426
17.47,278
17.48,403
17.49,408
17.5,288
17.51,399
17.52,376
17.53,326
17.54,433
17.55,302
17.56,446
17.57,423
17.58,321
17.59,461
17.6,426
17.61,352
17.62,430
17.63,459
17.64,310
17.65,505
17.66,467
17.67,377
17.68,462
17.69,509
17.7,375
17.71,506
17.72,504
17.73,376
17.74,574
17.75,523
17.76,386
17.77,571
17.78,398
17.79,570
17.8,595
17.81,444
17.82,638
17.83,604
17.84,509
17.85,641
17.86,746
17.87,544
17.88,793
17.89,734
17.9,595
17.91,829
17.92,985
17.93,745
17.94,1188
17.95,1497
17.96,1155
17.97,1716
17.98,1726
17.99,1499
18,14778
18.01,4147
18.02,4341
18.03,4055
18.04,2683
18.05,3645
18.06,3300
18.07,2553
18.08,3041
18.09,3128
18.1,2050
18.11,2835
18.12,2585
18.13,2012
18.14,2406
18.15,2540
18.16,1816
18.17,2384
18.18,2250
18.19,1735
18.2,2099
18.21,2206
18.22,1553
18.23,2057
18.24,1447
18.25,2021
18.26,2033
18.27,1376
18.28,1903
18.29,1851
18.3,1452
18.31,1710
18.32,1897
18.33,1245
18.34,1778
18.35,1616
18.36,1327
18.37,1556
18.38,1660
18.39,1251
18.4,1622
18.41,1528
18.42,1207
18.43,1543
18.44,1541
18.45,1106
18.46,1542
18.47,1110
18.48,1430
18.49,1524
18.5,1102
18.51,1499
18.52,1372
18.53,1097
18.54,1301
18.55,1449
18.56,925
18.57,1341
18.58,1285
18.59,993
18.6,1221
18.61,1305
18.62,961
18.63,1257
18.64,1176
18.65,946
18.66,1152
18.67,1207
18.68,899
18.69,1155
18.7,1250
18.71,824
18.72,1179
18.73,773
18.74,1212
18.75,1095
18.76,849
18.77,1109
18.78,1123
18.79,741
18.8,1119
18.81,984
18.82,836
18.83,1001
18.84,985
18.85,709
18.86,1033
18.87,987
18.88,814
18.89,969
18.9,1029
18.91,773
18.92,1031
18.93,1053
18.94,799
18.95,1044
18.96,755
18.97,1017
18.98,1091
18.99,992
19,1305
19.01,1264
19.02,725
19.03,1020
19.04,931
19.05,790
19.06,906
19.07,902
19.08,662
19.09,900
19.1,849
19.11,634
19.12,835
19.13,795
19.14,629
19.15,843
19.16,879
19.17,600
19.18,843
19.19,598
19.2,868
19.21,836
19.22,616
19.23,790
19.24,831
19.25,584
19.26,863
19.27,759
19.28,561
19.29,764
19.3,791
19.31,565
19.32,855
19.33,748
19.34,561
19.35,773
19.36,757
19.37,591
19.38,746
19.39,782
19.4,547
19.41,815
19.42,550
19.43,751
19.44,682
19.45,598
19.46,726
19.47,769
19.48,526
19.49,758
19.5,674
19.51,585
19.52,668
19.53,684
19.54,521
19.55,705
19.56,714
19.57,561
19.58,694
19.59,694
19.6,509
19.61,675
19.62,706
19.63,468
19.64,696
19.65,477
19.66,690
19.67,697
19.68,508
19.69,559
19.7,642
19.71,416
19.72,564
19.73,587
19.74,478
19.75,545
19.76,608
19.77,427
19.78,590
19.79,558
19.8,418
19.81,581
19.82,564
19.83,458
19.84,578
19.85,571
19.86,405
19.87,593
19.88,433
19.89,574
19.9,602
19.91,478
19.92,581
19.93,596
19.94,410
19.95,637
19.96,551
19.97,470
19.98,641
19.99,834
20,777
20.01,785
20.02,699
20.03,540
20.04,629
20.05,591
20.06,443
20.07,604
20.08,572
20.09,344
20.1,534
20.11,491
20.12,390
20.13,510
20.14,398
20.15,504
20.16,495
20.17,387
20.18,548
20.19,449
20.2,376
20.21,451
20.22,477
20.23,357
20.24,490
20.25,496
20.26,331
20.27,482
20.28,481
20.29,351
20.3,461
20.31,519
20.32,334
20.33,453
20.34,415
20.35,354
20.36,449
20.37,384
20.38,437
20.39,434
20.4,361
20.41,507
20.42,456
20.43,335
20.44,422
20.45,481
20.46,309
20.47,476
20.48,480
20.49,334
20.5,450
20.51,451
20.52,337
20.53,430
20.54,475
20.55,329
20.56,434
20.57,423
20.58,334
20.59,403
20.6,331
20.61,471
20.62,470
20.63,331
20.64,491
20.65,434
20.66,349
20.67,423
20.68,456
20.69,343
20.7,429
20.71,423
20.72,370
20.73,432
20.74,458
20.75,316
20.76,451
20.77,435
20.78,317
20.79,438
20.8,416
20.81,343
20.82,392
20.83,334
20.84,422
20.85,440
20.86,302
20.87,434
20.88,397
20.89,314
20.9,425
20.91,448
20.92,306
20.93,424
20.94,460
20.95,299
20.96,411
20.97,406
20.98,371
20.99,478
21,7233
21.01,6574
21.02,5143
21.03,3373
21.04,2007
21.05,2283
21.06,1591
21.07,1855
21.08,1790
21.09,1141
21.1,1494
21.11,1319
21.12,959
21.13,1076
21.14,995
21.15,682
21.16,873
21.17,793
21.18,559
21.19,713
21.2,706
21.21,482
21.22,644
21.23,641
21.24,416
21.25,586
21.26,580
21.27,412
21.28,595
21.29,445
21.3,505
21.31,502
21.32,327
21.33,532
21.34,465
21.35,404
21.36,438
21.37,455
21.38,325
21.39,457
21.4,429
21.41,373
21.42,465
21.43,435
21.44,328
21.45,430
21.46,450
21.47,321
21.48,468
21.49,412
21.5,303
21.51,419
21.52,432
21.53,336
21.54,426
21.55,324
21.56,380
21.57,394
21.58,297
21.59,397
21.6,382
21.61,320
21.62,394
21.63,405
21.64,301
21.65,429
21.66,419
21.67,275
21.68,412
21.69,427
21.7,273
21.71,437
21.72,427
21.73,302
21.74,366
21.75,388
21.76,241
21.77,406
21.78,313
21.79,433
21.8,377
21.81,297
21.82,396
21.83,413
21.84,283
21.85,424
21.86,416
21.87,309
21.88,409
21.89,445
21.9,306
21.91,442
21.92,437
21.93,306
21.94,443
21.95,378
21.96,327
21.97,410
21.98,506
21.99,388
22,661
22.01,373
22.02,497
22.03,472
22.04,364
22.05,416
22.06,421
22.07,320
22.08,469
22.09,388
22.1,334
22.11,426
22.12,431
22.13,324
22.14,452
22.15,429
22.16,278
22.17,415
22.18,388
22.19,342
22.2,383
22.21,404
22.22,309
22.23,409
22.24,285
22.25,471
22.26,431
22.27,307
22.28,360
22.29,443
22.3,315
22.31,402
22.32,420
22.33,285
22.34,431
22.35,452
22.36,312
22.37,412
22.38,405
22.39,272
22.4,398
22.41,396
22.42,303
22.43,422
22.44,463
22.45,293
22.46,413
22.47,308
22.48,413
22.49,394
22.5,358
22.51,388
22.52,431
22.53,301
22.54,451
22.55,427
22.56,310
22.57,440
22.58,441
22.59,340
22.6,424
22.61,425
22.62,269
22.63,423
22.64,433
22.65,314
22.66,423
22.67,410
22.68,286
22.69,435
22.7,434
22.71,329
22.72,396
22.73,325
22.74,435
22.75,411
22.76,294
22.77,456
22.78,416
22.79,322
22.8,429
22.81,451
22.82,321
22.83,451
22.84,453
22.85,350
22.86,467
22.87,420
22.88,389
22.89,446
22.9,472
22.91,337
22.92,528
22.93,469
22.94,380
22.95,510
22.96,410
22.97,563
22.98,599
22.99,512
23,894
23.01,746
23.02,485
23.03,597
23.04,583
23.05,413
23.06,545
23.07,510
23.08,344
23.09,518
23.1,481
23.11,363
23.12,445
23.13,483
23.14,359
23.15,491
23.16,467
23.17,374
23.18,472
23.19,374
23.2,500
23.21,480
23.22,353
23.23,453
23.24,479
23.25,336
23.26,462
23.27,482
23.28,359
23.29,470
23.3,450
23.31,330
23.32,499
23.33,422
23.34,334
23.35,473
23.36,497
23.37,338
23.38,465
23.39,429
23.4,380
23.41,413
23.42,369
23.43,478
23.44,467
23.45,356
23.46,474
23.47,463
23.48,351
23.49,445
23.5,438
23.51,342
23.52,458
23.53,477
23.54,324
23.55,464
23.56,436
23.57,404
23.58,430
23.59,476
23.6,333
23.61,467
23.62,449
23.63,366
23.64,465
23.65,389
23.66,460
23.67,480
23.68,329
23.69,504
23.7,445
23.71,340
23.72,461
23.73,478
23.74,369
23.75,475
23.76,509
23.77,320
23.78,494
23.79,480
23.8,383
23.81,469
23.82,499
23.83,369
23.84,468
23.85,476
23.86,410
23.87,512
23.88,363
23.89,482
23.9,529
23.91,348
23.92,537
23.93,474
23.94,442
23.95,556
23.96,598
23.97,474
23.98,649
23.99,907
24,843
24.01,758
24.02,686
24.03,473
24.04,635
24.05,586
24.06,422
24.07,578
24.08,547
24.09,414
24.1,514
24.11,558
24.12,387
24.13,518
24.14,362
24.15,528
24.16,486
24.17,413
24.18,502
24.19,509
24.2,383
24.21,474
24.22,510
24.23,353
24.24,512
24.25,479
24.26,402
24.27,447
24.28,528
24.29,334
24.3,484
24.31,469
24.32,390
24.33,460
24.34,460
24.35,380
24.36,489
24.37,340
24.38,480
24.39,465
24.4,366
24.41,486
24.42,485
24.43,362
24.44,475
24.45,455
24.46,340
24.47,466
24.48,507
24.49,413
24.5,495
24.51,467
24.52,346
24.53,495
24.54,524
24.55,373
24.56,466
24.57,497
24.58,313
24.59,521
24.6,341
24.61,500
24.62,483
24.63,361
24.64,447
24.65,490
24.66,379
24.67,532
24.68,504
24.69,351
24.7,506
24.71,483
24.72,332
24.73,491
24.74,485
24.75,338
24.76,487
24.77,495
24.78,399
24.79,490
24.8,504
24.81,363
24.82,491
24.83,346
24.84,523
24.85,494
24.86,386
24.87,542
24.88,516
24.89,403
24.9,532
24.91,544
24.92,379
24.93,521
24.94,530
24.95,416
24.96,548
24.97,615
24.98,475
24.99,737
25,749
25.01,560
25.02,594
25.03,573
25.04,475
25.05,599
25.06,377
25.07,540
25.08,524
25.09,443
25.1,587
25.11,517
25.12,392
25.13,553
25.14,535
25.15,385
25.16,542
25.17,553
25.18,410
25.19,516
25.2,529
25.21,376
25.22,550
25.23,452
25.24,415
25.25,471
25.26,543
25.27,358
25.28,524
25.29,357
25.3,485
25.31,480
25.32,379
25.33,507
25.34,475
25.35,389
25.36,511
25.37,541
25.38,352
25.39,476
25.4,500
25.41,379
25.42,484
25.43,485
25.44,348
25.45,527
25.46,489
25.47,424
25.48,482
25.49,506
25.5,362
25.51,494
25.52,455
25.53,357
25.54,487
25.55,357
25.56,517
25.57,472
25.58,344
25.59,533
25.6,502
25.61,352
25.62,515
25.63,499
25.64,397
25.65,490
25.66,521
25.67,378
25.68,519
25.69,478
25.7,381
25.71,520
25.72,508
25.73,366
25.74,497
25.75,496
25.76,391
25.77,519
25.78,353
25.79,539
25.8,524
25.81,383
25.82,531
25.83,526
25.84,402
25.85,505
25.86,495
25.87,386
25.88,505
25.89,523
25.9,404
25.91,505
25.92,597
25.93,415
25.94,552
25.95,568
25.96,435
25.97,630
25.98,626
25.99,556
26,812
26.01,553
26.02,652
26.03,620
26.04,455
26.05,572
26.06,561
26.07,391
26.08,527
26.09,521
26.1,411
26.11,539
26.12,540
26.13,380
26.14,550
26.15,527
26.16,412
26.17,480
26.18,528
26.19,375
26.2,529
26.21,523
26.22,400
26.23,534
26.24,401
26.25,499
26.26,521
26.27,377
26.28,523
26.29,476
26.3,360
26.31,537
26.32,546
26.33,373
26.34,526
26.35,528
26.36,384
26.37,549
26.38,546
26.39,392
26.4,461
26.41,516
26.42,339
26.43,523
26.44,482
26.45,421
26.46,511
26.47,408
26.48,521
26.49,527
26.5,377
26.51,512
26.52,561
26.53,392
26.54,500
26.55,536
26.56,394
26.57,501
26.58,563
26.59,393
26.6,528
26.61,511
26.62,410
26.63,520
26.64,533
26.65,381
26.66,545
26.67,535
26.68,425
26.69,516
26.7,546
26.71,400
26.72,511
26.73,408
26.74,513
26.75,530
26.76,375
26.77,502
26.78,503
26.79,435
26.8,520
26.81,528
26.82,378
26.83,530
26.84,526
26.85,403
26.86,570
26.87,583
26.88,452
26.89,617
26.9,676
26.91,499
26.92,640
26.93,748
26.94,581
26.95,790
26.96,702
26.97,1014
26.98,1223
26.99,1302
27,2732
27.01,2100
27.02,1187
27.03,1265
27.04,1224
27.05,773
27.06,1015
27.07,959
27.08,705
27.09,772
27.1,835
27.11,526
27.12,754
27.13,672
27.14,472
27.15,655
27.16,630
27.17,464
27.18,618
27.19,485
27.2,613
27.21,604
27.22,427
27.23,560
27.24,543
27.25,416
27.26,566
27.27,561
27.28,435
27.29,564
27.3,535
27.31,410
27.32,534
27.33,533
27.34,389
27.35,533
27.36,561
27.37,386
27.38,522
27.39,503
27.4,439
27.41,504
27.42,382
27.43,487
27.44,505
27.45,392
27.46,514
27.47,535
27.48,367
27.49,511
27.5,512
27.51,383
27.52,526
27.53,501
27.54,410
27.55,525
27.56,497
27.57,407
27.58,478
27.59,482
27.6,403
27.61,548
27.62,503
27.63,367
27.64,520
27.65,381
27.66,523
27.67,512
27.68,360
27.69,535
27.7,483
27.71,397
27.72,507
27.73,558
27.74,350
27.75,520
27.76,478
27.77,392
27.78,530
27.79,542
27.8,381
27.81,532
27.82,533
27.83,376
27.84,517
27.85,546
27.86,381
27.87,516
27.88,421
27.89,584
27.9,612
27.91,468
27.92,632
27.93,601
27.94,471
27.95,629
27.96,723
27.97,570
27.98,970
27.99,1282
28,1490
28.01,1236
28.02,1037
28.03,602
28.04,830
28.05,706
28.06,509
28.07,672
28.08,698
28.09,472
28.1,609
28.11,571
28.12,433
28.13,575
28.14,434
28.15,561
28.16,564
28.17,423
28.18,587
28.19,573
28.2,417
28.21,543
28.22,536
28.23,434
28.24,566
28.25,613
28.26,427
28.27,538
28.28,535
28.29,367
28.3,480
28.31,544
28.32,367
28.33,498
28.34,481
28.35,354
28.36,518
28.37,375
28.38,521
28.39,497
28.4,382
28.41,503
28.42,523
28.43,415
28.44,502
28.45,513
28.46,419
28.47,489
28.48,505
28.49,409
28.5,524
28.51,484
28.52,393
28.53,509
28.54,512
28.55,418
28.56,497
28.57,484
28.58,357
28.59,521
28.6,332
28.61,553
28.62,495
28.63,390
28.64,522
28.65,538
28.66,352
28.67,517
28.68,495
28.69,367
28.7,463
28.71,524
28.72,406
28.73,539
28.74,535
28.75,372
28.76,513
28.77,499
28.78,381
28.79,517
28.8,516
28.81,365
28.82,505
28.83,372
28.84,527
28.85,559
28.86,410
28.87,498
28.88,564
28.89,427
28.9,585
28.91,555
28.92,434
28.93,568
28.94,648
28.95,470
28.96,625
28.97,690
28.98,594
28.99,1043
29,1348
29.01,807
29.02,865
29.03,776
29.04,545
29.05,680
29.06,463
29.07,669
29.08,613
29.09,413
29.1,585
29.11,592
29.12,432
29.13,577
29.14,578
29.15,407
29.16,523
29.17,521
29.18,417
29.19,552
29.2,501
29.21,426
29.22,560
29.23,531
29.24,422
29.25,487
29.26,528
29.27,408
29.28,528
29.29,346
29.3,545
29.31,541
29.32,444
29.33,517
29.34,495
29.35,370
29.36,490
29.37,507
29.38,388
29.39,498
29.4,537
29.41,403
29.42,532
29.43,476
29.44,388
29.45,529
29.46,480
29.47,392
29.48,487
29.49,462
29.5,358
29.51,534
29.52,512
29.53,418
29.54,518
29.55,399
29.56,533
29.57,525
29.58,374
29.59,517
29.6,519
29.61,408
29.62,527
29.63,485
29.64,401
29.65,485
29.66,505
29.67,395
29.68,555
29.69,519
29.7,428
29.71,533
29.72,520
29.73,357
29.74,568
29.75,522
29.76,433
29.77,501
29.78,412
29.79,496
29.8,517
29.81,381
29.82,543
29.83,531
29.84,400
29.85,540
29.86,583
29.87,417
29.88,578
29.89,525
29.9,419
29.91,575
29.92,612
29.93,449
29.94,606
29.95,633
29.96,518
29.97,752
29.98,859
29.99,836
30,1469
30.01,834
30.02,863
30.03,735
30.04,540
30.05,684
30.06,656
30.07,499
30.08,616
30.09,635
30.1,402
30.11,551
30.12,566
30.13,406
30.14,568
30.15,554
30.16,411
30.17,525
30.18,555
30.19,389
30.2,538
30.21,530
30.22,412
30.23,565
30.24,402
30.25,536
30.26,539
30.27,379
30.28,511
30.29,464
30.3,398
30.31,533
30.32,552
30.33,395
30.34,559
30.35,503
30.36,375
30.37,493
30.38,526
30.39,404
30.4,525
30.41,521
30.42,374
30.43,511
30.44,496
30.45,388
30.46,455
30.47,412
30.48,445
30.49,525
30.5,367
30.51,521
30.52,446
30.53,390
30.54,503
30.55,479
30.56,368
30.57,541
30.58,506
30.59,426
30.6,521
30.61,493
30.62,363
30.63,520
30.64,507
30.65,417
30.66,512
30.67,545
30.68,377
30.69,519
30.7,471
30.71,357
30.72,496
30.73,364
30.74,507
30.75,543
30.76,419
30.77,484
30.78,569
30.79,409
30.8,530
30.81,515
30.82,405
30.83,509
30.84,500
30.85,384
30.86,535
30.87,563
30.88,404
30.89,523
30.9,526
30.91,435
30.92,544
30.93,603
30.94,407
30.95,604
30.96,451
30.97,665
30.98,685
30.99,694
31,1014
31.01,860
31.02,513
31.03,663
31.04,652
31.05,464
31.06,622
31.07,585
31.08,436
31.09,582
31.1,588
31.11,394
31.12,557
31.13,515
31.14,412
31.15,520
31.16,510
31.17,400
31.18,558
31.19,377
31.2,558
31.21,521
31.22,385
31.23,503
31.24,563
31.25,341
31.26,558
31.27,530
31.28,383
31.29,551
31.3,499
31.31,387
31.32,479
31.33,511
31.34,395
31.35,511
31.36,513
31.37,406
31.38,549
31.39,557
31.4,346
31.41,504
31.42,356
31.43,524
31.44,500
31.45,381
31.46,491
31.47,513
31.48,381
31.49,482
31.5,497
31.51,384
31.52,484
31.53,532
31.54,369
31.55,519
31.56,502
31.57,324
31.58,538
31.59,478
31.6,423
31.61,520
31.62,536
31.63,352
31.64,532
31.65,406
31.66,498
31.67,481
31.68,404
31.69,507
31.7,545
31.71,409
31.72,551
31.73,516
31.74,366
31.75,576
31.76,544
31.77,364
31.78,546
31.79,518
31.8,387
31.81,512
31.82,513
31.83,408
31.84,496
31.85,539
31.86,430
31.87,560
31.88,405
31.89,526
31.9,522
31.91,422
31.92,595
31.93,610
31.94,450
31.95,694
31.96,631
31.97,579
31.98,863
31.99,1358
32,1231
32.01,1034
32.02,843
32.03,561
32.04,683
32.05,650
32.06,491
32.07,636
32.08,599
32.09,460
32.1,636
32.11,589
32.12,450
32.13,540
32.14,404
32.15,532
32.16,516
32.17,406
32.18,494
32.19,485
32.2,397
32.21,498
32.22,516
32.23,381
32.24,512
32.25,532
32.26,384
32.27,536
32.28,493
32.29,404
32.3,513
32.31,512
32.32,383
32.33,476
32.34,437
32.35,370
32.36,452
32.37,383
32.38,505
32.39,510
32.4,385
32.41,527
32.42,524
32.43,362
32.44,496
32.45,502
32.46,353
32.47,493
32.48,489
32.49,379
32.5,479
32.51,508
32.52,367
32.53,479
32.54,496
32.55,333
32.56,498
32.57,491
32.58,366
32.59,480
32.6,421
32.61,518
32.62,509
32.63,374
32.64,461
32.65,550
32.66,401
32.67,484
32.68,519
32.69,387
32.7,492
32.71,530
32.72,366
32.73,513
32.74,521
32.75,401
32.76,478
32.77,490
32.78,327
32.79,517
32.8,513
32.81,354
32.82,487
32.83,410
32.84,529
32.85,533
32.86,382
32.87,564
32.88,532
32.89,430
32.9,574
32.91,546
32.92,444
32.93,611
32.94,653
32.95,476
32.96,715
32.97,820
32.98,666
32.99,1096
33,1708
33.01,926
33.02,983
33.03,897
33.04,614
33.05,726
33.06,551
33.07,690
33.08,677
33.09,486
33.1,675
33.11,629
33.12,416
33.13,553
33.14,563
33.15,452
33.16,584
33.17,593
33.18,411
33.19,536
33.2,533
33.21,400
33.22,501
33.23,544
33.24,352
33.25,548
33.26,522
33.27,376
33.28,495
33.29,402
33.3,506
33.31,509
33.32,414
33.33,497
33.34,486
33.35,398
33.36,477
33.37,489
33.38,371
33.39,495
33.4,494
33.41,364
33.42,475
33.43,464
33.44,385
33.45,514
33.46,520
33.47,329
33.48,512
33.49,474
33.5,368
33.51,482
33.52,506
33.53,380
33.54,473
33.55,369
33.56,532
33.57,506
33.58,384
33.59,528
33.6,522
33.61,348
33.62,512
33.63,482
33.64,348
33.65,514
33.66,464
33.67,352
33.68,523
33.69,517
33.7,373
33.71,476
33.72,486
33.73,385
33.74,452
33.75,485
33.76,340
33.77,490
33.78,385
33.79,530
33.8,476
33.81,348
33.82,509
33.83,514
33.84,387
33.85,523
33.86,505
33.87,391
33.88,516
33.89,500
33.9,402
33.91,527
33.92,554
33.93,426
33.94,595
33.95,600
33.96,465
33.97,635
33.98,757
33.99,795
34,1271
34.01,738
34.02,808
34.03,688
34.04,518
34.05,630
34.06,601
34.07,474
34.08,575
34.09,597
34.1,424
34.11,579
34.12,564
34.13,408
34.14,478
34.15,552
34.16,370
34.17,518
34.18,491
34.19,372
34.2,512
34.21,528
34.22,369
34.23,491
34.24,387
34.25,479
34.26,512
34.27,349
34.28,522
34.29,440
34.3,374
34.31,479
34.32,530
34.33,369
34.34,470
34.35,477
34.36,361
34.37,486
34.38,504
34.39,357
34.4,489
34.41,446
34.42,339
34.43,471
34.44,464
34.45,330
34.46,484
34.47,327
34.48,495
34.49,480
34.5,363
34.51,465
34.52,426
34.53,359
34.54,523
34.55,533
34.56,363
34.57,487
34.58,526
34.59,337
34.6,451
34.61,492
34.62,341
34.63,465
34.64,435
34.65,383
34.66,477
