precinct_text_designation,Count
MV05,3
MV06,133
MV14,2
N100001,57
N100002,398
N101,1150
N102,1398
N103,1122
N104,399
N105,460
N106,1213
N107,1437
N108,1259
N109,735
N110,1507
N111,595
N112,1493
N113,919
N114,1161
N115,533
N116,962
N117,623
N118,847
N119,952
N120,582
N121,347
N122,308
N123,829
N124,263
N125,713
N126,195
N201,860
N202,937
N203,780
N204,976
N205,789
N206,936
N207,704
N208,1217
N209,939
N210,2024
N211,465
N212,748
N213,759
N214,672
N215,1149
N216,749
N217,1031
N218,1600
N219,710
N220,613
N221,709
N222,908
N223,812
N224,862
N225,679
N226,867
N227,557
N228,576
N301,1484
N302,1123
N303,744
N304,1077
N305,1214
N306,1004
N307,1118
N308,856
N309,1333
N310,682
N311,1097
N312,1034
N313,1914
N314,1423
N315,847
N316,931
N317,1561
N318,1902
N319,1312
N320,1135
N321,152
N322,704
N323,1028
N401,1326
N402,1194
N403,1835
N404,1538
N405,1247
N406,990
N407,902
N408,1050
N409,950
N410,749
N411,1454
N412,1824
N413,1079
N414,655
N415,765
N416,2178
N417,1757
N418,440
N419,1460
N420,540
N421,840
N501,1267
N502,836
N503,1250
N504,1465
N505,2137
N506,1357
N507,1579
N508,2165
N509,1565
N510,524
N511,1691
N512,596
N513,1224
N514,1366
N515,1846
N516,765
N517,525
N518,1189
N519,425
N520,109
N521,1171
N601,1321
N602,1115
N603,1158
N604,1511
N605,1613
N606,242
N607,449
N608,1184
N609,730
N610,368
N611,1364
N612,570
N613,1305
N614,1363
N615,1816
N616,852
N617,264
N618,1526
N619,933
N620,716
N621,823
N622,1458
N623,2073
N624,1434
N625,36
NA603,11
NB013,58
NC,107
NELB,2
NEQ,274
NGT,394
NI,1914
NI00053,166
NI01,371
NK00069,278
NK0007,158
NK00071,206
NMH,105
NMV523,140
NMV537,345
NMV623,162
NMV637,252
NMVEN26,5
NMVEN5,8
NOR01,343
NOR02,38
NPE1,12
NPE2,83
NPW,386
NST,28
NT,483
NT000,314
NT00007,118
NUI,81
NW,545
NW000,154
O101,1422
O102,527
O103,1111
O201,1441
O202,734
O203,1097
O301,848
O302,1422
O303,882
O401,1092
O402,804
O403,1668
O501,936
O502,1136
O503,1588
O601,910
O602,1381
O603,899
OA01,140
OA3601,58
OB,66
OC,1104
OC00001,1376
OC00002,1693
OC00003,633
OC00004,1810
OC00006,671
OC00007,1871
OC00008,1704
OC16,525
OC25,667
OC35,694
OC35EXB,5
OC45,43
OC46,560
OC80000,120
OG,120
OH,398
OH01,1018
OL,198
OR50003,32
OS0000,295
OSA5,469
OSA6A,1
OSA9,96
OSG,331
OT,655
OT10008,33
OT3201,25
OV,58
OV000OV,76
OZ102,118
P100001,283
P100014,205
P101,864
P102,502
P200016,19
P201,682
P202,785
P301,482
P302,453
P303,399
P310009,76
P401,388
P402,552
P403,583
P470015,53
PA,6050
PA0000,267
PA00007,452
PA00077,144
PA0013,145
PA01,202
PA02,265
PA05,2082
PA06,89
PA09,5
PA0PA,22
PA10,2
PA11,2
PA12,2
PA14,1862
PA15,342
PA16,17
PA17,1
PA3801,29
PA7,79
PAA0001,59
PBE,66
PC,556
PC1,1015
PC11,209
PC13,449
PC16,2
PC17,2
PC18,392
PC19,161
PC2,992
PC21,1168
PC23,346
PC3,911
PC31,1125
PC32,245
PC4,1302
PC41,693
PC43,497
PC44,51
PC45,278
PD8,51
PE,554
PE404,86
PEE,263
PG90000,46
PGB0002,126
PH000BB,31
PI00602,42
PI70003,63
Pioneer,35
PL,19
PL00078,67
PL00603,22
PL014,41
PL4001,17
PL4002,8
PL80001,98
PO,167
PO00008,274
PO00009,256
PO002A,465
PO302,21
PP000PP,92
PR,217
PR000,83
PR000W1,479
PR000W2,3
PR202,79
PR203,42
PRD0003,35
PT,316
PT00054,101
PUD00,217
PV000,148
PVC0001,61
PWW,393
PX00002,149
PY01,1111
PYW,76
Q101,1227
Q102,870
Q103,941
Q104,778
Q105,1576
Q106,1221
Q107,1394
Q108,2226
Q109,353
Q110,449
Q111,1146
Q112,12
Q113,881
Q201,791
Q202,1178
Q203,1348
Q204,1320
Q205,691
Q206,835
Q207,867
Q208,802
Q209,719
Q210,723
Q211,881
Q212,542
Q213,517
Q301,957
Q302,1072
Q303,1567
Q304,1529
Q305,131
Q306,1547
Q307,1903
Q308,1368
Q309,1563
Q310,925
Q311,1714
Q312,611
Q401,1363
Q402,897
Q403,656
Q404,935
Q405,1674
Q406,1120
Q407,1483
Q408,491
Q409,2083
Q411,1014
Q412,254
Q413,272
QC01-01,38
QUA0000,94
R001,829
R002,657
R100001,36
R100010,22
RA,68
RC,108
RCJ,320
RE0000,86
RE402,208
RG0NO,425
RG0SO,414
RHS,169
RI,456
RI01,31
RI03,369
RI06,182
RI07,929
RI13,5
RI14,47
RI15,501
RI16,4
RI3401,163
RI502,203
RI90002,44
RICH,1592
RICH6,109
RIK,404
RIT,116
RLL,80
RM604,22
RN00055,1132
RO,12
RO00057,73
RO0027,134
RO01,682
RO03,448
RO04,14
RO703,69
RS00056,187
RS0RS,26
RSA0004,16
RT,257
RVM,86
S-CO,24
S-OG,68
S-WA,52
S001,338
S120010,75
S200009,30
SA,30
SA01,1564
SA02,775
SA03,56
SA04,36
SA05,377
SA70003,14
SAB0000,25
SBN,82
SC,341
SC00010,619
SC00058,255
SC10007,29
SC6,256
SC9,207
SCA0002,14
SCB00,83
SCC0000,94
SCNE000,363
SCNW000,501
SE,119
SE603,558
SE604,403
SFA0002,130
SH,1439
SH00011,193
SH00021,44
SH00066,511
SH00067,734
SH00068,475
SH0021A,236
SH002A6,51
SH002AA,113
SH002AB,7
SH002B,145
SH015,50
SH0A1,578
SH0B,551
SH0BA,796
SH126,2119
SH201,55
SH26,1
SH3601,67
SH3EXB6,164
SH70004,20
SHI,217
SHP,69
SHT,248
SHU,122
SL,197
SL00008,70
SM3801,36
SMV6,1135
SOC,135
SPD,63
SPE2,152
SPW,252
SR80002,57
SRA01,105
SRD0000,121
SS0000,1077
SS01003,36
SS01004,124
SSE0000,74
SST,57
ST,90
ST00012,137
ST0006,48
ST4001,36
STAN5,643
STAN6,55
STE,207
STF0001,197
STW,20
STWEB,10
STWEC,1
STWEH2,18
STWEH7,2
STWH7,87
SU,244
SU00059,459
SU106,42
SUC00,68
SUP,30
SUT,225
SVT,189
SW,1175
SW4201,24
SWENA,28
SY0008,127
T001,926
T100012,22
T1P1,222
T1P2,146
T2,535
T220001,39
T3,307
T4,144
T440003,159
T5,431
T6,79
T610001,165
T7,163
T8,137
T870001,10
T9,234
T980003,47
TC,80
TC80003,75
TCT,196
TGG0001,203
TH0000,122
TH00083,310
TH016,52
TI405,52
TM,1262
TR00061,93
TR017,31
TU00081,214
TW001,151
TW001A,45
TW003,94
TW003A,53
TW004,25
TW005,132
TWP01,127
TWP02,286
TWP03-1,68
TWP03-2,852
TWP04,24
TWP05,52
TWP06,69
TWP07,148
TWP08,225
TWP09,31
TWP10,124
TWP11-1,375
TWP11-2,1158
TWP12,114
TY000,94
UC000UC,62
UN00703,40
UN01,1794
UN02,313
UN10002,113
UN801,15
UNE,24
UNE000,196
UNT,141
UNV,109
V100011,15
VA,793
VA00013,85
VA021,62
VA4401,3
VA4402,41
VA4403,3
VA503,20
VAF,80
VAH101,5
VAH114,581
VB0NO,276
VB0SO,143
VC11,1210
VC21,1152
VC31,1110
VC32,40
VC33,5
VC41,1196
VC42,333
VC44,14
VCC0002,25
VE000,111
VI,363
VI605,12
Voorhee,117
W1 Lake,2
W100001,451
W100014,13
W1ILL,16
W200001,64
W3 Ind,6
W300001,126
WA,546
WA0000,89
WA00002,105
WA00063,83
WA0026,263
WA01,87
WA02,365
WA02002,82
WA03,14
WA05,1
WA08,2
WA09,3
WA11,2
WA12,2
WA13,38
WA20002,18
WA30002,180
WA302,286
WA40000,165
WA4601,38
WA80002,58
WAD00,64
WAJ,144
WB,311
WB000,20
WC,1298
WC000ML,123
WC024,521
WC30003,33
WCenter,101
WE04001,253
WE0WE,23
WE4801,42
WEG00,218
WET,511
WG,260
WH,112
WH00009,135
WHW,106
WI,370
WI00008,134
WI00082,83
WI0WI,48
WI504,18
WIC,71
WIX,202
WIX1,27
WL024,86
WM00064,74
WMC,637
WP10004,99
WR5001,23
WR70002,39
WR80002,121
WS0028,158
WS10002,171
WSA,52
WSF00,212
WT,262
WT702,138
WT80002,95
WV6,454
WV9,40
WVEX6,290
WYD0000,135
XX0001,607
YOH114,406
YY0002,409
ZZ0003,496
ZZZ0004,1
