polling_place_text_name,Count
Sedan High School Gymnasium - New Gym,1537
SEK Impact Conference Center,5064
Selden Community Center,305
Selma/Kincaid United Methodist,484
Senior Citizen - Cofv Building- Pct 2,205
Senior Citizen - Cofv Building - Pct 1,117
Senior Citizen - Cofv Building - Pct 10,377
Senior Citizen - Cofv Building - Pct 3,330
Senior Citizen - Cofv Building - Pct 7,312
Senior Citizen - Cofv Building - Pct 8,305
Senior Citizen - Cofv Building - Pct 9,77
Senior Citizen - Cvale Building,738
Senior Citizen Bldg in Galena,1076
Senior Citizen Ctr,1071
Senior Citizens Center,686
Severy Methodist Church,675
Seward County Activity Center,10497
Shawnee Bible Church,1572
Shawnee Community Christian Church,1547
Shawnee Library,4456
Shawnee Presbyterian Church,1525
Shawnee Town Hall,5504
Sheriff Firing Range,951
Silver Lake UMC,1374
SM Smolan Community Bldg,558
Smoky Hill Country Club,3031
SN Heights ES,1193
SN Heights MS,1494
SNCO Fire District 1,711
SNCO Fire District 4,502
SO Kipp Community Bldg,261
Soldier Community Center,387
Solomon City Building,1305
South Haven Community Bldg,555
South High School,3235
South Hutch United Methodist,734
South Rock Christian Church,4099
South Room 4-H Building,1419
Southeast High School,4133
Southminster Presbyterian Church,1904
Southwoods Christian Church,3759
Spring Hill Community Center,3196
Srader Center,1496
St Aloysius Church,2069
St Aloysius Church - WFV,546
St Andrew's Episcopal Derby,1297
St Andrew's Lutheran,3643
St Andrews Presb Ch,1991
St Anne Catholic Church,3058
St Elizabeth Ann Seton,4413
St John's Evangelist Catholic Church,2665
St Joseph Parish Center,1843
St Luke's Episcopal Church,3038
St Matthew's Church,1713
St Michael the Archangel Catholic Church,8090
St Nicholas Church,2769
St Paul's United Methodist Church,4171
St Thomas the Apostle Episcopal Church,1864
St. Andrew Missionary Baptist Church,3037
St. Francis De Sales,3521
St. Francis Xavier Hall,1745
St. John's Parish Center Sc,978
St. John Lutheran Hall,3132
St. Johns Hall,692
"St. Joseph Catholic Hall Arma, Ks",3001
St. Lawrence Hall,814
St. Malachy's Church Hall,320
St. Michael Catholic Hall,3134
St. Teresa Catholic Church,437
St. Thomas More Church,2217
Stanton County Courthouse,1046
Sterling Evangelical Church,260
Sterling Methodist Church Fellowship Hall,2071
Sternberg Museum,2318
STFD 72,814
Stilwell United Methodist Church,1720
Stockton City Hall,1478
Storehouse Fairlawn Plaza,1978
Stranger Twp Fire Station,993
Summerfield Community Ctr,244
Sunflower Center,222
Sunrise Acres,511
Sunrise Optimist Club,1634
Sunset Hills Christian Church,2897
Susanna Wesley UMC,2332
Sycamore Township Hall,613
Sycamore Township Hall West Cherry Township,221
Sylvan Grove Fire Station,520
Sylvester Powell Jr Community Center,2222
Talmage Community & Senior Center,966
Tampa Senior Center,457
Temple Beth Sholom,785
Thayer Community Building,847
The Benton Church,2185
The Coffee Campus,1102
The Light KC,789
The Links Clubhouse,1984
The Phyllis Jackson Meeting Room,975
The Sandbox,2573
Tipton Community Building,220
Tomahawk Creek Condos,1263
Tomahawk Hills Golf Course,1611
Tomahawk Ridge Community Center,4527
Topeka Baptist Ch,1286
Topeka Bible Ch,971
Topeka Ch of Brethren,1345
Topeka Civic Theatre,1308
Toronto Township Comm. Bldg.,369
Towanda First Baptist Church,2319
Town Cntry Christian Ch,2397
Trinity Lutheran Church,7323
Trinity Methodist Church,2327
Trinity Presbyterian,1358
Trinity United Methodist Chur,2471
Troy Community Building-WY,135
Troy Community Building - Troy City,1137
Turon Community Center,304
Twelfth Avenue Baptist Church,2732
Tyro Christian Church Caney Township Tyro Pct,497
Tyro Christian Church Fawn Crk Twp Tyro Pct,342
Udall Community Building,1411
Umc Education Building (USD 496),233
Umc Fellowship Hall,262
Unger Complex,1012
Uniontown City Hall,591
United Methodist Church,2484
United Methodist Church of De Soto,1310
University Christian Church,2670
Urban League,2406
USD 298 Lincoln Jr Sr High School Storm Shelter,1591
USD 309 Administration,255
USD 449 Board Office,1510
USD 473 District Office,1822
USD 501 Admin Bldg,681
USD 501 Natatorium,1481
USD 505 St. Paul School,839
UUFT Ch,1636
V.F.W. Hall,2040
Valley Center Community Center,2934
Valley Center High School,3274
Valley Heights High School - B.R.,746
Valley Heights High School - Wtvl,659
Valley Township Building,586
Veteran's Memorial Building,1671
Veterans Bldg,622
Veterans Building,1381
VFW (Ellis),1869
VFW (Hays),3208
VFW (Victoria),1333
VFW 6654 of De Soto,3235
VFW 7397 of Lenexa,2141
VFW Bldg,1125
VFW Building,2747
Villa Ro Community Rm,528
Village on Antioch,2934
Vineyard Comm Church,1987
Vineyard Community Church,4411
Viola Community Hall,435
Wakarusa Presb,716
Wakefield United,1229
Waldo Senior Center,352
Walton FD1 Fire Station,636
Wanamaker Woods Ch Naz,1374
Washburn Rural HS,1342
Wathena Community Center,1012
Wathena Community Center - Bl,165
Wathena Community Center - Bo,117
Wathena Community Center - Ma,167
Waverly Commun. Bldg. 1,758
Wayside Christian Church,260
Wea Catholic School,545
Weir Civic Club Bldg.,1122
Welda Community Building,593
Wells Comm Center,313
Wellsville Baptist Family Cntr,2226
Wesleyan Church,1746
West Evangelical Free Church,4393
West Haven Bapt. Church,1265
West High School,2502
West Lenexa SDA Church,3313
West Ridge Mall,2140
West Side Church of God,3381
Westbrooke Church,2070
Western Hills Ch,2166
Westlink Church of Christ,4235
Westminister Presbyterian Chu,1704
Westminster Presb Ch,1111
Westmoreland Community Center,1206
Westside Christian Church,549
Westside Church of the Nazarene,4164
Westside Family Church,3344
Westview Baptist Church,3557
Westview Comm Church,1247
Westwood City Hall,2732
Westwood Presbyterian,4710
Wetmore American Legion - Granada,73
Wetmore American Legion - Wetmore City,210
Wetmore American Legion - Wetmore Township,95
Wgtn Knights of Columbus Hall,1059
White City Community Bldg - Hi,69
White City Community Bldg - Ov,58
White City Community Bldg - Twp 5,431
White City Community Bldg - Twp 6,79
Whitewater Community Church,1705
Whiting Community Building,365
Wichita Brewing Venue,2814
Wichita County Community Building,1383
Wichita United Church of Christ,3124
Williamsburg Community Bldg,921
Wilmore Community Center,51
Wilson County Courthouse,1103
Wilson Senior Center.,665
Winchester City Hall/Community Building,794
Windom Fire Station,121
Winona,316
WL Southeast of Saline Sch,418
WLW Civic Auditorium,2408
Wm Carpenter Building 1,141
Wm Carpenter Building 10,656
Wm Carpenter Building 11,861
Wm Carpenter Building 2,59
Wm Carpenter Building 3,77
Wm Carpenter Building 4,51
Wm Carpenter Building 5,66
Wm Carpenter Building 6,198
Wm Carpenter Building 7,135
Wm Carpenter Building 8,515
Wm Carpenter Building 9,724
Wolak Building,3778
Womans Club of Topeka,1926
Woodbine United Methodist Church,350
Woodland Lakes Community Church,3354
Woodland United Methodist Church,4288
Woodlawn Methodist Church,1755
Woodson Avenue Bible Church,4288
Woodson County Ambulance Bldg,887
Word of Life Church,3208
WSU Metropolitan Complex,3441
WTech East,899
WU Alumni Ctr,1203
Wyandotte Tabernacle Church,4087
Zeandale Community Church,659
Zenda City Hall,449
Zenda Community Center,72
Zion United Church of Christ,2492
Zurich City Building,124
