polling_place_text_zip4,Count
,1922101
0053,586
0128,146
0148,478
0400,1310
1443,1071
1451,6063
1510,1727
1648,1427
1962,672
2360,825
2729,1589
2844,1694
3227,3313
3234,6966
3353,1828
3422,3030
3723,3546
3750,3196
4253,1572
4307,1172
4363,2279
4442,1099
4718,879
7158,1242
7320,975
8910,691
9405,2967
9458,287
9513,735
9762,418
