text_election_code_7,Count
,1043225
12897,2
22503,3
4103,48
4197,2
4202,4
4291,4
4296,7
4301,11
4495,2
4505,33
4604,5
4693,5
4699,5
4792,3
51804,26
CG,1134
CG 201,1
CG0003,25
CG0004,9
CG0005,33
CG0007,34
CG0008,6
CG0009,52
CG0010,249
CG0011,112
CG005,8
CG0104,21
CG012,8
CG0304,35
CG033,13
CG0404,1
CG0408,21
CG0410,4
CG0413,10
CG042,5
CG0491,3
CG0493,3
CG0495,6
CG0497,4
CG0504,126
CG06,3
CG08,6
CG10,2
CG1019,8
CG1030,4
CG1068,3
CG11,45
CG1179,8
CG12,25
CG1229,1
CG1279,2
CG1289,1
CG13,30
CG1319,1
CG14,104
CG15,145
CG1520,8
CG16,29
CG19,228
CG1987,4
CG1989,11
CG1990,2
CG1991,17
CG1993,66
CG1994,31
CG1995,98
CG1996,4
CG1997,175
CG1998,9
CG1999,164
CG20,1
CG2000,16
CG2001,356
CG2002,13
CG2003,699
CG2004,87
CG2005,2957
CG2006,123
CG2007,2065
CG2008,131
CG2009,2695
CG2010,218
CG2011,3177
CG2012,262
CG2013,4441
CG2014,327
CG2015,9017
CG2016,213
CG2017,22953
CG2019,68175
CG2021,10089
CG21,1
CG2209,3
CG2250,57
CG2259,27
CG2260,6
CG2269,5
CG2270,29
CG2279,5
CG2288,3
CG2289,19
CG2290,1
CG2299,3
CG2398,1
CG3105,37
CG3194,1
CG3204,4
CG3210,4
CG3293,9
CG3299,41
CG334C,1
CG3398,2
CG400,2
CG401,8
CG402,2
CG403,12
CG404,2
CG405,79
CG4103,359
CG4119,1
CG4197,113
CG4202,26
CG4290,3
CG4291,24
CG4296,12
CG4301,187
CG4390,1
CG44,4
CG4400,66
CG4406,1
CG4489,20
CG4495,75
CG4505,1188
CG4594,7
CG4604,24
CG4693,60
CG4699,166
CG4787,10
CG4792,16
CG4798,20
CG48,26
CG496,6
CG497,5
CG498,3
CG499,4
CG510,19
CG5149,1
CG5229,1
CG5404,1
CG5702,4
CG5704,11
CG604,2
CG6139,2
CG6219,1
CG6229,1
CG6259,1
CG6279,1
CG6290,4
CG6292,2
CG6496,2
CG6705,17
CG6992,1
CG7139,5
CG7189,4
CG8249,2
CG8288,2
CG8895,1
CG8904,1
CG9104,5
CG9149,1
CG9304,11
CG9504,8
CG956,12
CG964,11
CG9702,1
CG9704,22
CG973,17
CG9804,3
CG985,4
CG9904,19
CG993,27
CGAP,108
CGCE06,3
CGCG,16
CGCG10,4
CGCS15,2
CGFR,5
CGG,1
CGHB06,4
CGHE08,1
CGLC14,1
CGNE,9
CGS06,15
CGS103,1
CGST08,3
CP,2
CP0002,8
CP0004,6
CP0005,16
CP0006,2
CP0007,3
CP0008,14
CP0009,19
CP0010,114
CP0102,7
CP0295,2
CP0297,2
CP0302,6
CP0393,1
CP0408,19
CP0492,2
CP07,10
CP09,9
CP15,1
CP17,22
CP1978,1
CP1982,2
CP1987,3
CP1989,4
CP1991,7
CP1992,3
CP1993,19
CP1995,25
CP1997,45
CP1998,1
CP1999,39
CP2000,5
CP2001,55
CP2003,282
CP2004,5
CP2005,259
CP2006,27
CP2007,460
CP2008,7
CP2009,228
CP2010,69
CP2011,273
CP2012,32
CP2013,307
CP2014,6
CP2015,919
CP2016,9
CP2017,2630
CP2019,6510
CP2021,14133
CP203,3
CP2250,1
CP287,2
CP296,1
CP304,1
CP305,7
CP399,1
CP9102,2
CP9204,3
CP9502,1
CP9702,3
CP9903,1
CPCH07,3
CPCP06,1
CPFR10,6
CPHE06,1
CPMN06,1
CPMN08,1
CPNC15,9
CPST08,3
GN1129,5
GN1149,8
GN1160,26
GN1180,24
GN1982,1
GN1984,30
GN1986,79
GN1988,316
GN1990,262
GN1992,1873
GN1994,986
GN1996,4344
GN1998,1956
GN2000,8569
GN2002,5017
GN2004,20495
GN2006,11377
GN2007,1
GN2008,40098
GN2010,24735
GN2012,62794
GN2014,57715
GN2016,102119
GN2018,106132
GN2020,46897
GN4197,18
GN4202,1
GN4291,2
GN4301,31
GN4495,10
GN4693,5
GN4699,20
GN4798,5
MB#383,408
MB/SP,13
MB/WC,9
MB0108,480
MB0110,41
MB0112,818
MB0114,3
MB0115,689
MB0116,365
MB0120,3957
MB0121,3657
MB0211,24
MB0215,59
MB0216,278
MB0219,11
MB0315,121
MB0320,236
MB0322,2064
MB0412,32
MB0414,660
MB0416,48
MB0506,107
MB0508,137
MB0513,47
MB0516,126
MB0517,1348
MB0518,3329
MB0519,2138
MB0607,54
MB0611,89
MB0613,1082
MB0615,209
MB0616,1424
MB0618,406
MB0619,207
MB0711,39
MB0719,81
MB0807,14
MB0907,148
MB0915,167
MB0916,435
MB0917,189
MB0918,1332
MB0919,1299
MB0921,219
MB1007,453
MB1013,1105
MB1107,192
MB1109,18
MB1113,947
MB112,3
MB1205,594
MB1211,41
MB1213,55
MB1301,45
MB1302,116
MB1501,165
MB15B,18
MB1601,79
MB17,520
MB1701,166
MB17LA,167
MB1901,198
MB1995,14
MB2000,3
MB2005,44
MB2006,82
MB2007,294
MB2008,86
MB2009,374
MB2010,79
MB2011,51
MB2012,83
MB2013,420
MB2014,770
MB2015,2089
MB2016,863
MB2017,506
MB2018,313
MB2019,1211
MB2020,1136
MB229,1161
MB231,227
MB232,388
MB233,1258
MB240,1
MB242,6
MB263,35
MB293,28
MB305,620
MB3408,89
MB360,21
MB368,208
MB383,44
